classification,duration,f0_mean,f0_std,f0_max,f0_min,f0_reg_coef,f0_reg_coef_mse,f0_slope,mean_distances_f0,silence_before_duration,silence_after_duration,energy_reg,energy_reg_mse,energy_max,energy_mean,mean_coeff_0,mean_coeff_1,mean_coeff_2,mean_coeff_3,mean_coeff_4,mean_coeff_5,mean_coeff_6,mean_coeff_7,mean_coeff_8,mean_coeff_9,mean_coeff_10,mean_coeff_11,mean_coeff_12,std_coeff_0,std_coeff_1,std_coeff_2,std_coeff_3,std_coeff_4,std_coeff_5,std_coeff_6,std_coeff_7,std_coeff_8,std_coeff_9,std_coeff_10,std_coeff_11,std_coeff_12,stability_distance
NFP,0.35,189.23192360000002,10.66765008,201.6194129,174.7413573,56.31698104,53.47181434,29.77507843,2.1719361090000002,0.16,0.13,-0.637626204,0.440488351,2.3553971280000003,0.5156710870000001,1075.146813,283.9546461,75.96296507,129.10261450000002,5.185136005,31.9880109,-73.39346436,-11.132715899999999,-21.46159572,-32.29025426,-12.60986866,19.67052646,-2.736821552,20.42161651,13.62611406,10.07645227,8.376057702999999,5.183677649,7.05583389,5.202203794,4.257998663,1.646935976,3.7824696089999996,3.635602458,2.528983268,1.833931019,71.51659761
NFP,0.15,177.6859793,14.07838987,196.6164862,181.60815209999998,-128.1058023,5.716080807000001,-122.8576627,1.7276795530000002,0.49,0.13,-2.225764612,0.025616147000000002,0.74904446,0.162377859,1092.153182,278.3976096,29.57870734,142.0985551,14.988906900000002,13.12946893,-7.62105669,-70.169158,-81.17737356,-17.81438804,-36.71341929,0.220535183,11.59335546,4.1837778089999995,11.67526649,11.12046263,12.46452872,4.951669583999999,4.744455046000001,4.497474876,4.070192416,3.2968434999999996,3.7753580469999997,3.011927289,3.811290603,2.516111925,35.7976816
NFP,0.5,172.51553710000002,36.22247469,205.35075590000002,84.03336612,-78.48152011,1142.439187,-263.9597455,7.347199503,0.0,0.0,2.235763211,1.164086572,5.903116886,0.6751927129999999,974.8267796,312.11897949999997,113.0137567,74.1443585,27.890994300000003,27.96756505,-52.46196503,-50.34505261,-32.57083623,-27.69901006,-10.15554528,13.23371205,-5.405724931,16.94125413,6.993878433,5.725330962999999,6.836646451,5.306754243,2.254137633,4.065830547,2.578864302,2.644583957,3.164768655,2.994114405,2.343465565,1.377519815,104.5386078
NFP,0.13,183.2727812,17.42812981,204.7434447,194.77822030000002,-94.70604093,10.87021072,38.95954174,2.951068924,0.54,0.33,-3.453949723,0.069219924,1.242629321,0.24135417899999997,1140.269039,386.1946365,50.00848517,-2.570286933,-42.92820719,-17.79953556,-29.95509729,-43.18887954,-45.82788525,-38.72763296,6.334395947000001,44.80388246,-17.73179759,25.14686659,8.238667383,4.917119539,5.341921806,7.859656027000001,4.005446199,5.137944851,2.83749624,2.920204867,2.348603347,3.1561055610000004,2.77894428,1.9188690419999999,49.37060104
NFP,0.5,175.7881714,5.7087775370000005,184.3284161,174.2222627,15.17082023,6.21830169,-4.055477719,1.131471775,0.0,0.0,1.5554948169999998,0.110939392,1.923555128,0.38698264299999996,990.5973681,326.3947009,103.481303,39.20356659,14.99912999,30.31136034,-46.68729158,-46.89903545,-22.75612957,-18.86734902,1.4657033259999999,22.52681091,2.616240679,13.6678174,4.985670005,4.3691486,4.860388992,5.370275208,3.606145083,2.7098887869999997,2.321511894,2.014370412,1.354240306,1.2978702420000001,1.500952616,1.45573858,65.95037184
NFP,0.5,179.59277319999998,14.16856193,200.7061753,158.6095092,-31.883111800000002,113.47279750000001,-55.06605449,2.704963277,0.0,0.0,-1.3304469559999998,0.39332394,2.463993153,0.624700415,928.3218307,321.8449641,161.80421909999998,80.48081954,0.8333376790000001,-0.438003727,-57.19239028,-36.19175747,-21.19747393,-31.06513881,-7.305488596,-0.521187231,-12.92529149,12.92360461,4.523775491,6.54185495,4.5157793580000005,4.215184061,3.511635992,3.628841245,2.621868854,2.5698474680000003,2.65413066,1.553945086,1.8098047069999998,2.136766878,72.25734394
NFP,0.5,180.49551680000002,24.53793882,198.224657,98.76113663,-47.15841087,561.8829396000001,198.230228,6.083770296,0.0,0.0,-0.087113287,0.152410357,1.297809721,0.420693627,967.6793261,313.79889560000004,101.75607629999999,66.81424917,22.37783722,-0.873937456,-84.28651268,-49.24699352,-20.04767689,-12.95191664,-12.24966306,-8.345296372,2.954684968,14.76070776,5.6066755079999995,5.235184749,4.145187008,3.7380042239999995,3.850178508,3.250014943,2.7648429230000002,2.0745349490000002,2.476060859,2.5244247000000004,1.749070668,1.6480177319999998,99.4042967
NFP,0.5,203.2840067,15.78933762,222.3361324,184.4159239,-51.74152429,97.11940822,-33.65687792,3.153530633,0.0,0.0,8.847370003,2.617711376,7.469386087,1.001309878,1154.318747,289.93737610000005,15.02201418,88.78155724,-13.56604651,21.57740979,-88.78211718,-56.60960482,-39.37737848,-12.867525800000001,1.670737123,6.401425989,-19.77544744,15.54089865,9.247706572,6.220011257,5.650584962000001,3.865748752,2.634619291,4.220572261,2.639109085,1.611000486,2.775911977,3.029572514,2.0069340469999997,1.639802072,109.5325652
NFP,0.5,182.1329241,13.61645728,195.687408,151.6895753,-35.04765276,115.1486426,-108.8030325,2.594198639,0.13,0.0,-0.31201334399999997,0.016831539,0.508900227,0.22542012600000003,897.8067006000001,252.03510559999998,111.7147703,62.91812905,-13.26467752,-15.96245176,-35.67373546,-25.42157193,-19.26349767,-12.73084405,-14.18837028,11.93815124,5.867084514,6.450819882999999,9.44905565,5.919720441,3.536779433,3.5118362000000003,3.645984559,3.9228944589999997,2.9801796639999996,2.420520923,1.9667394130000002,2.003194005,2.010313746,1.254103637,92.08909748
NFP,0.5,180.98824109999998,20.23396583,180.85319669999998,172.864553,-8.577779747000001,6.5252358070000005,-42.97734148,0.946860026,0.0,0.0,1.231410046,0.024234686000000002,0.805483664,0.373660771,981.0098412000001,326.39701510000003,100.0187217,42.87928963,27.41294845,12.01584016,-39.33440217,-10.890395800000002,-9.823175905,-11.54039696,-8.310410799,4.022250381,0.163068865,11.45087664,4.05867994,3.978711187,3.9512868310000004,4.241726241,5.283199153,2.250099696,1.959376812,2.0500175080000003,2.672650434,2.380660428,1.6027981530000002,1.592226318,40.59130632
NFP,0.5,185.54559780000002,25.90003105,208.2851225,158.6095092,64.07143379,95.24393831,118.5738884,3.21703554,0.0,0.0,0.552927996,0.6708837120000001,3.110781092,0.56662406,958.9017114,325.8059042,123.3891551,53.14129765,-5.139659433,-10.619849199999999,-55.38451584,-15.15270697,-11.75897443,-24.50406228,-15.46916502,-6.030740237000001,-10.28889402,15.3845859,6.054599571000001,4.221806595,4.743633433,4.371490298,4.662963957,3.42700351,3.8492777960000004,3.079453632,2.167440142,2.2394707819999997,2.04250116,2.1967560230000003,89.26450825
NFP,0.5,191.66359509999998,11.13418751,208.147605,176.0372716,-6.626811322999999,88.00372918,42.25043601,1.988151264,0.0,0.0,2.911344254,0.8823415659999999,3.265307715,0.7274354740000001,1106.7039320000001,277.54992860000004,13.230639800000002,149.1098697,7.219226327,58.02568851,-82.34637524,-10.61732213,-30.3607155,-24.15885521,-41.13260392,16.21033137,-33.159280100000004,8.141230955,12.42028087,6.517449755,9.746698807000001,5.453920502999999,5.912185093,5.536175626,4.783914661,3.582309255,2.428843504,3.461680421,2.266444156,2.3056907630000003,84.43503252
NFP,0.5,188.91752319999998,9.995653634,194.7541087,183.80830980000002,9.842842584,7.4159438810000005,-14.38633441,1.5692458230000002,0.0,0.0,-0.012268712,0.025978704,0.7500079620000001,0.266746197,923.5583911,275.2435488,90.821686,88.95348155,44.40975453,-22.47068051,-88.21288002,-30.61100585,24.26242723,-11.35413612,-26.22947772,-3.128391802,-8.53687014,12.625999499999999,6.546892969,3.46103351,3.609107835,5.204189556,2.449644939,4.798509056,1.946986863,2.81272398,1.4805955080000002,1.493099973,1.065356529,0.909814492,29.97754457
NFP,0.5,190.9578441,14.27208016,196.85600349999999,181.0586646,-8.572469918,22.14383921,6.384965059,1.79069153,0.26,0.0,-3.691260326,0.390999259,3.36645126,0.5172590189999999,1028.7565869999999,364.9073585,69.54178806,22.17638562,-52.09973996,-28.17695685,-57.24372877,-9.398771854,9.141760015,4.376989979,-50.99666042,6.882351504,8.226345686,13.9020201,5.200118184,9.546628605,6.588669522000001,4.94458163,4.755074983,3.5921809989999995,4.074350186,3.188775622,2.60737787,1.881393747,2.7772534369999997,1.8061973390000001,81.67172079
NFP,0.5,189.2634752,12.94094139,207.5292631,178.1245811,-11.67356832,82.83193878,-18.48288414,1.738326728,0.0,0.0,1.7833751869999999,0.992768237,4.384486958,1.054410424,1107.293279,394.63548110000005,104.27907009999998,16.43318779,-54.14041299,-40.86831772,-53.07580856,4.781239666,1.081718189,-42.36315172,-28.50189249,13.21152915,-4.891636684,11.79402404,3.262158992,5.042511053999999,3.98584888,3.25103697,4.957408728,3.4153010189999997,2.4980027000000002,3.9204176619999997,2.245646615,1.087275049,2.4956445069999997,2.420935019,64.2280685
NFP,0.22,170.90440890000002,9.017678042,181.4382888,175.29885190000002,-32.17503497,2.096500802,-15.25457259,1.028878229,0.35,0.43,-0.43933211299999997,0.00027304200000000003,0.233344671,0.09212175199999999,882.1874077,245.72018619999997,76.17178606,78.36746363,50.01918119,5.3508070519999995,-29.381200399999997,-0.355607049,-10.72584268,-8.163600216,-0.27804265,10.29370049,-8.889715875,15.11271161,5.600309817,2.865864853,2.580311125,3.595387089,4.99370913,6.000798903,3.238412095,3.219168807,2.540937616,2.1446155190000002,2.570570896,1.669672914,40.39528123
NFP,0.5,188.9222706,11.33080412,203.5299998,182.3483574,-18.69316105,38.91232612,-1.3379225590000001,1.343766501,0.0,0.0,-3.910010099,0.31557076100000003,3.09114492,0.610942034,1154.403177,377.3350875,-3.423450337,37.01359044,-3.173387074,1.028801547,-68.11877841,-0.784533275,-5.160974082,-26.17579964,-50.18096191,5.553424088,-5.722211276,9.844510467000001,4.871943291,5.815155519,5.423050999,4.503949158999999,3.94070589,4.414120046,3.14918666,2.7865610139999997,2.495480773,2.00084132,4.049100146000001,2.079006338,63.66066622
NFP,0.5,186.6702226,7.530422751000001,196.4313788,179.93735709999999,-37.43992831,8.811623864,-41.3820523,0.735973798,0.12,0.0,-2.912589445,0.057749644,1.887672084,0.6466849410000001,1100.794837,348.95175980000005,65.88459991,43.82601429,-31.04674211,-40.28032793,-55.87998609,-14.63543929,0.281761633,-29.29756313,-27.67309755,15.30697266,1.9154587580000002,9.623777488,6.036241329,2.920334743,6.368966127999999,5.139989445,3.496217858,2.645659336,2.4751440959999997,2.851122557,2.106529275,1.43152377,1.71821875,1.912830501,43.84296031
NFP,0.15,123.5448794,48.30767767,186.22158159999998,91.47490645,-903.775759,385.9028389,-851.4024034,8.44233099,0.11,0.15,-0.7733894370000001,0.00086426,0.18817625,0.069333544,1007.435915,255.2346966,-14.42230526,120.9012435,-26.206435600000002,55.60243352,-1.010158937,9.611056907,-22.75309033,-10.38606304,-17.9311966,-1.310801795,-18.67693127,20.71791007,13.34496467,12.28566952,6.011325717999999,8.479453336,6.473977507000001,6.17659739,5.6048944789999995,3.7626586680000003,3.281257103,3.5152125389999997,3.135701221,4.303829672,65.49472817
NFP,0.5,185.67702130000004,6.084580535,193.3247679,178.26279,-11.78001334,17.20322423,-43.37231451,1.142949477,0.0,0.0,-0.699389347,0.043312623,1.246885247,0.46244539100000004,1090.249833,361.368289,81.16563441,-1.048017188,-84.90978582,-48.64809384,-26.56115813,12.11421947,6.180888899,-17.48709555,-39.48977328,14.99607839,1.825864219,5.473057946,3.253710963,4.708343496,3.176955263,4.725098361000001,2.329143814,2.957807924,3.22748327,2.756889151,1.7262239719999999,2.346388876,2.326300202,1.26140887,33.28838004
NFP,0.5,215.0188694,15.15089351,229.38925,188.0200712,-80.96881318,77.25613338,-53.09436955,2.5081542999999997,0.0,0.0,-1.8916082509999999,5.257793696,6.99454587,1.107860931,1112.489676,321.5826401,-15.86889745,6.862903532000001,-108.7243543,-27.28998603,-21.38896956,8.785529958,-8.39452786,0.109614765,-62.39860134,-10.51326863,-7.530962282000001,21.97427383,7.330880295,10.88736289,9.562754391,7.186890192000001,3.3693831480000003,2.467981738,3.459203763,2.7663549339999998,2.7515104960000003,2.611595752,2.480505724,2.058167347,60.24609061
NFP,0.12,172.43962439999999,15.9414705,191.02994099999998,184.7944563,25.52552291,7.294285068,-35.60187918,2.187941078,0.67,0.28,-3.32814427,0.0075585209999999995,0.500482574,0.09994138300000001,925.0943152000001,293.7193132,106.12790590000002,34.42627314,-56.02639482,-47.57401688,-40.04833824,-10.55290397,-13.28704449,-2.332486212,-0.09288669599999999,15.08326642,-10.51682875,39.88990761,9.84550263,9.822454645,3.575097569,9.523893032,4.025121389,3.149300244,3.48884548,3.5657766360000003,3.2901846630000002,2.3993535269999997,2.287360272,2.13922299,60.258509600000004
NFP,0.5,189.45675119999999,9.398485628,201.3184864,176.0372716,-32.53892543,40.46646112,-10.86126758,1.814542655,0.0,0.0,-4.065382546,0.7482985320000001,4.391279073,0.678181762,1125.950514,288.75399,16.35658564,107.1300695,-7.8199102389999995,56.90539799,-67.03407668,-6.532596477999999,-35.16532129,-22.51807339,-21.40403012,20.80394893,-27.84336355,12.51263412,13.24327126,6.565083615,10.80983194,5.665925431000001,5.986188785,5.062072746,4.61191594,3.4788214319999997,2.070381734,3.3489622189999997,2.452862907,1.999871711,88.85048254
NFP,0.13,181.1458161,16.92214087,200.48357769999998,191.5512134,-37.849552100000004,11.87358195,-14.74205133,2.079742589,0.12,0.24,-11.40010609,0.072859508,2.321966232,0.298486875,1249.420713,393.70557310000004,-44.74231966,30.40937323,-88.43157336,32.81452873,-59.67116273,36.04175659,-25.51067819,17.88285845,-38.62008507,46.21923965,-27.50831249,12.77719828,10.03333047,18.78445678,19.51965127,6.543064397999999,14.76030403,10.73801147,10.59580345,5.824818656000001,5.858659295,6.707486868999999,5.523343905,3.421761127,43.4206695
NFP,0.5,191.18859609999998,11.43268419,207.5292631,180.936552,20.51255099,50.42876083,-8.261894639,1.860806735,0.16,0.0,3.501997919,0.945029881,4.42129099,1.035036439,1086.637262,382.6229953,111.13019479999998,22.89306577,-54.52560658,-51.43667325,-66.91074453,0.274390995,2.931641838,-36.3625921,-26.6270123,8.092800715,-4.250452455,11.63168525,2.996449373,4.893456188,3.8263160289999996,3.328357983,4.2653860439999995,2.897894123,2.9245564230000003,3.83732985,2.037792047,1.199338426,2.456880078,2.513099144,61.28945562
NFP,0.5,186.0526856,4.6025173189999995,192.0429699,186.6050527,-2.166802446,2.585300305,-2.5721601290000002,0.514051924,0.0,0.0,-1.214960657,0.0454923,1.648993475,0.33002111100000003,1046.689911,321.640554,46.46187737,52.93975092,57.92401038,-15.99481935,-113.654103,-24.98483918,34.12178283,-14.10580399,-26.634396399999996,8.698828951,0.332084885,10.23062461,3.8830216010000003,4.253952671,5.882520509,3.580018328,1.48375049,2.031745314,1.760109045,1.362454558,1.222605364,1.002447288,1.444598447,1.3986211569999998,37.84893342
NFP,0.5,184.32990680000003,9.896988833,194.8752134,168.011192,46.4715509,32.45996048,66.26698563,1.285931943,0.0,0.0,0.441126226,0.076678565,1.276739557,0.38874638200000006,891.179004,284.3390559,161.8269011,137.60299730000003,-34.91441878,-22.50917813,-76.32421717,-47.8716629,-11.01208934,-12.04076985,-19.71530811,11.99265052,-39.88508554,12.07972735,5.813907932,11.36434866,6.661646652999999,3.639975948,5.169994802,2.106086082,4.615096474,2.540577441,1.5418666069999998,2.351155032,2.5992220390000003,1.76363256,32.43675663
NFP,0.5,188.5217362,6.625698047,197.5918614,184.8098992,-20.063902300000002,8.368644627,-7.9207535270000005,1.148323017,0.0,0.0,-3.53161233,1.0817158470000001,4.66444813,0.656246671,1155.616265,269.55857210000005,59.77655067,43.54204963,-80.11907347,-9.900710104,-45.86485322,0.97576024,-8.45683424,-17.85643069,-28.97351401,16.4835381,2.459873945,8.078575435,17.58638888,5.131074567,5.977187053,4.73571384,4.601575741,3.3547282469999997,4.003028969,3.178905281,2.5066490480000003,2.8684241839999998,2.657933299,1.41606751,66.96866323
NFP,0.5,181.4280477,9.168893801,192.50159019999998,166.98123669999998,-45.10833213,17.42885132,-62.15805145,1.5397031380000001,0.0,0.0,-6.322018695,0.51264886,4.194995852,0.748335305,1046.112653,340.4215315,77.55677669,43.54328753,-15.706278,-62.03844791,-77.80250240000001,16.38916876,15.37265645,-42.03097225,-24.61414275,1.3522928580000002,-10.40733255,16.49890559,7.36152263,4.5609210330000005,4.786442398,5.489994384,6.615853776,3.263244336,3.201193313,2.265919862,2.50309455,1.362779206,1.7127591169999998,1.5158240859999998,79.69054905
NFP,0.5,211.95266919999997,10.70428626,226.4921893,201.76245500000002,-48.42666083,22.88349449,-95.15880303,2.502015491,0.0,0.0,0.712734737,0.355995469,3.145756299,0.428450667,930.2446197,265.2002648,53.35493643,68.43118988,34.49615892,1.7876743590000002,-50.00787767,-64.56372289999999,-48.90275423,-30.30911829,-4.535140908,-4.61205053,-38.09154256,17.17508334,8.155245315,3.889925645,3.4947224219999997,4.313374685,2.4300944909999997,4.396765783999999,4.39211737,1.928245542,2.5692826230000003,1.6662414280000002,1.779418155,1.6211272319999999,94.45474190000002
NFP,0.5,206.8844493,8.892340892,218.4780784,197.0313154,29.46562079,31.57424074,-17.03665844,2.7140872000000003,0.3,0.0,0.136819751,0.21946659,1.802461122,0.38659448700000004,867.6655955,231.4603379,83.32426535,117.0663534,44.56580869,27.74646004,-47.80647352,-56.56010957,-47.08285824,-12.34532894,-30.31572742,-29.20348527,-31.56131274,16.76118097,10.75696194,8.037435842,5.827934647,4.960014098,2.639531154,3.0313617639999997,3.6718035739999997,2.617944505,1.98029718,1.6397114990000001,1.761567189,1.259952116,114.08948090000001
NFP,0.5,195.6033533,8.836567553,206.5766466,187.36344350000002,-45.54091806,13.00750715,-65.88948024,1.9588820969999998,0.0,0.0,-0.633471986,0.092484958,1.34224913,0.299500059,712.2161826,249.22381719999998,165.7903253,88.20804415,33.17140966,-5.668567546,-31.43864969,-37.57053116,-42.49058135,-35.89416717,-38.98509389,-29.65327991,-22.14824512,13.36420633,6.523814357999999,5.941927089,3.191088104,4.2828180069999995,3.805939346,2.608431565,2.943183546,2.159612196,1.828987256,1.949143749,1.4812543980000001,1.7483270169999998,89.38449119
NFP,0.5,193.7271826,26.83539088,204.4344598,177.31064740000002,-5.9739103060000005,70.62242121,33.89668065,2.676439356,0.0,0.0,-0.030685541,0.005106869,0.508900227,0.19908088399999999,764.3555302,235.8396091,137.9991923,90.1499966,-0.289063923,-38.01132519,-49.17793587,-47.44042474,-36.47176744,-11.04132151,-15.71817855,-17.806471,-19.29584041,8.841729082999999,9.090647424,6.122972306,4.46483105,3.747823934,3.733633203,3.3485683230000003,2.9187178910000005,2.349958574,2.1745014819999997,1.821844029,1.4001672580000002,1.395104586,71.48012333
NFP,0.5,247.03680260000002,33.87886468,291.13970950000004,204.6246481,-155.3626243,427.80778499999997,-55.95877423,5.155233521,0.0,0.0,-1.082123487,0.039523538999999996,0.8967658000000002,0.281575683,747.6257537,226.50486659999999,113.54807859999998,85.71964019,54.89132610000001,3.071837765,-54.05321858,-61.29992521,-57.21662286,-39.98557386,-28.52920172,-26.28592074,-45.811751,14.70500874,4.659511473999999,4.338388017,3.26989626,3.255652188,2.011833128,3.8908710839999996,2.986857964,1.586373413,2.0299871780000003,2.7590550769999997,1.805717416,1.5760623880000002,57.33517020000001
NFP,0.5,194.9361502,7.00310808,203.47380669999998,192.5007707,-26.69364535,2.296941829,-18.79690405,0.834738201,0.0,0.0,0.081834507,0.026171523,0.508900227,0.225253075,775.7086274000001,224.3002192,120.2196404,80.80640752,-1.4198175119999998,-35.57171316,-32.12697869,-14.92764769,-25.86457896,-16.04817952,-14.88614966,-21.96006215,-23.56190433,15.55456534,11.50551765,8.604515218,4.934733112,4.250316187,5.1427562589999996,2.8532303010000004,2.6366047040000002,2.132092718,1.8248781509999998,2.272964228,1.43686497,1.489332005,127.39245159999999
NFP,0.5,193.99596530000002,5.018375473,200.7374155,193.549628,0.938800031,5.240369507,-16.57226549,0.866075831,0.0,0.0,-0.5643297979999999,0.017229331,0.530627149,0.273295737,776.8732957999999,216.62859100000003,122.8453053,117.72478909999998,62.73986385,14.45427768,-48.97937442,-64.01492351,-41.10398937,-41.85403839999999,-46.07675481,-30.02918984,-16.77818468,6.728573852,9.059324559,5.732320402,5.25085928,4.646846893999999,2.377091171,3.556242539,2.622068996,2.229904226,2.304102245,2.216179724,2.322500629,2.7412965610000004,23.70373283
NFP,0.5,214.06057239999998,12.17130147,225.6831351,209.104622,-14.10267678,14.31796194,-19.89345146,1.415179341,0.0,0.0,1.047171382,0.014407661,0.749916177,0.305974905,748.7230527,263.4266705,160.35914609999998,86.54728117,23.66792259,-28.19925692,-40.13506292,-26.51363262,-24.76157857,-17.60893163,-36.19236804,-44.92497257,-33.89909582,14.18225815,8.36819509,4.375828016,3.2892434,3.511088051,4.624279227,2.973603021,2.3061271530000003,2.034736155,1.65211928,1.785859469,1.8896302669999998,1.883158018,25.10646756
NFP,0.5,200.2397783,10.5740287,209.03707119999999,189.71828290000002,40.75120115,20.55546275,-30.65742706,1.877559877,0.0,0.13,-1.3109104,0.054817530999999996,1.5081101540000001,0.255094798,846.0864634999999,261.0278624,91.91293424,35.65681082,-26.72442886,-34.60966486,-34.52741286,-27.54577756,-13.90611249,7.7176473670000005,-17.18239661,-21.70528148,-18.4744978,20.34031443,7.837864999,4.723611954,5.544369047000001,5.205129393,2.748391785,3.1101513489999997,3.54245627,2.037773725,2.359295671,1.968349385,1.509560685,1.620611511,76.71657369
NFP,0.5,196.57686030000002,9.822185962999999,208.11507959999997,184.35132990000002,38.67317955,35.66894017,29.62083058,2.8003205710000003,0.0,0.0,0.464462063,0.054049505,0.858957932,0.239847203,707.1881771000001,230.31468880000003,132.8028812,62.33449898,27.30055429,-7.293839895,-33.87886131,-30.47008251,-36.86176625,-24.31988313,-18.9055581,-20.27333174,-29.21427944,12.76212626,7.812808014,8.193599503,4.190840565,3.56565264,3.288572233,2.020727754,1.89907629,1.995492494,2.504532313,3.391055882,2.218582656,1.621922424,77.1186118
NFP,0.5,197.2336459,7.629464126,205.3368128,192.4027505,-3.68666952,13.96434571,-51.33288333,1.522339255,0.0,0.0,0.144632277,0.028577102000000004,0.594422427,0.257957206,902.3780313999999,285.2231097,79.14661713,51.16269516,-10.19373691,-2.301986091,-14.93353924,-30.37209809,-35.03115083,-22.42321492,-24.99901248,-4.512550957,-11.97392848,20.35460589,9.1806816,8.478483403,4.996719882,4.476621874,2.542917954,2.093276015,2.095308075,2.476199051,2.2207200080000002,1.522843565,1.755188941,1.4674548280000002,142.02448619999998
NFP,0.5,204.4159433,5.6755879270000005,211.4640401,201.55177609999998,-0.23743204,9.09881873,-1.2085982990000002,0.837871232,0.0,0.0,-0.7870005309999999,0.035561324,1.081183167,0.25367399999999996,903.4454791000001,272.6787061,67.22106027,66.49771005,55.86244705,0.314103096,-61.21999859,-61.79541426,-48.29566242,-10.16706855,-6.960689414,-26.13161409,-32.17899226,6.502675547999999,3.487132698,5.613830472999999,3.673364059,2.991730711,2.785660642,3.611290875,3.8277650910000003,2.1523001390000003,2.967508802,2.598365211,1.303627064,1.8674061480000002,28.0109788
NFP,0.5,221.3235429,17.8240913,246.08393480000004,203.15656189999999,-83.44410993,69.961055,-89.5551251,2.158840912,0.0,0.0,-1.433231139,0.149174475,1.7290866759999999,0.345891314,894.8258194,222.6020222,79.02716464,92.47435873,-26.89345065,-23.56318658,-48.58617414,-54.92778614,-42.2097475,-20.21264832,-28.63293315,-22.03996474,-19.62378064,8.181996518,12.80268086,7.016550454,8.992006813,5.460732468,3.911679917,3.15010002,3.686417023,4.746135205,3.439642519,1.653211961,2.066807477,2.069545127,113.1331402
NFP,0.5,194.1617104,5.180060849,200.5512207,192.444503,12.78954368,6.964304076,5.177105115,1.304981919,0.0,0.0,0.261590535,0.009497617,0.529514526,0.291696075,824.5782055999999,270.04395139999997,134.35750190000002,91.37848437,50.42733525,7.678043679,-53.52351355,-59.65674203,-36.838195500000005,-38.14692931,-46.72498715,-29.98050711,-9.797535302,10.6820379,5.419474322999999,3.6545648560000004,6.611338012,6.121895779,3.2724084380000003,3.174473509,3.054851171,2.420905652,2.623599088,2.198179734,2.266146338,2.850089633,28.3900641
NFP,0.18,204.9562243,26.45118454,239.9047739,199.8833253,353.3669789,67.2128611,425.15199029999997,4.1106868510000005,0.13,0.8,-1.095062204,0.002113041,0.362680648,0.161847685,723.5550086000001,294.367851,221.2019099,112.21642209999999,22.41549267,-48.74412873,-89.09763274,-74.64340389,-47.42896001,-15.53099973,-12.64688541,-15.65697335,-30.36995523,4.449301372,2.826162311,2.882747104,2.4306603890000003,1.83443054,1.807862726,2.0238866730000002,2.007982517,2.4717143530000003,2.302249454,1.9674912740000001,1.36882936,2.251731107,32.60960062
NFP,0.5,199.2437822,9.626522244,209.58393610000002,190.366719,28.40444125,23.51808712,-45.61898111,1.50301911,0.0,0.0,0.100069449,0.069327771,1.037532222,0.275278156,866.5032525,266.0978684,92.51743194,68.9486931,-0.062852899,-30.69849873,-31.57025245,-36.03263898,-41.82091583,-11.15156471,-14.80642309,-16.61801944,-11.13244696,16.02771662,6.708834436,8.249090652000001,4.763953341000001,3.2089843730000003,2.2201126159999998,2.604916574,2.9942126310000003,2.590162653,3.2143062760000003,2.858017116,1.837651256,1.5272894469999998,98.75051465
NFP,0.5,207.7717226,12.89256034,226.2390523,192.7886787,-77.18428067,7.234190514,-81.74648593,2.041774616,0.0,0.0,-1.945165291,0.27495982399999996,3.064698442,0.432620632,936.4170824999999,280.5659241,66.98243604,77.10325895,53.37803227,12.30244221,-55.002843999999996,-71.92721418,-52.12535783,-30.42269029,-8.266155838,-3.663391479,-37.90179274,16.23901722,5.925340639,5.176171855,2.758909305,3.650197431,2.145764503,3.871477538,3.835155673,1.6684290730000002,2.444745815,1.482187062,1.685148153,1.492857338,78.71370384
NFP,0.38,204.3129483,8.093958951,215.41739139999999,200.581518,-2.752801984,24.66285361,9.382438105,1.913620469,0.35,0.2,-0.559167504,0.019313208000000002,0.68067224,0.303130258,871.2634859,265.56005269999997,110.4552708,114.89962859999999,87.40591292,11.46038205,-94.39331129,-91.35593216,-33.33983342,-19.03431498,-37.43198691,-36.98143919,-28.97991421,6.139711465,3.360357811,2.8344016310000004,4.779035578999999,2.36917902,2.373441896,3.0048583360000003,1.720625459,2.0235104109999997,1.633540585,2.335247581,1.987238302,1.349264217,31.69329798
NFP,0.5,197.4970704,10.54820996,211.09522859999998,193.0449075,47.06743092,10.06058785,-9.718792472999999,1.012984121,0.0,0.0,0.24573488899999998,0.008250272,0.508900227,0.20589289800000002,751.5462845,239.30211519999997,118.8412273,39.38770014,4.596663834,-7.18348782,-49.61447656,-58.51101921,-46.08331584,-23.66206644,-2.747859529,4.32327666,-14.62874805,11.24909578,10.85955026,5.7290176079999995,2.81484573,4.2000882310000005,3.185840502,3.4812361960000002,4.613721761,2.784395258,2.21885821,2.1440046180000003,1.5372241359999999,1.606753511,39.70939672
NFP,0.5,211.0314934,11.23516508,224.9618512,202.2307812,33.10285519999999,37.18256194,-67.49377348,1.932383196,0.0,0.0,0.993970307,0.148334996,1.55681613,0.281403554,795.1550573,216.56126310000002,70.79334016,69.64035132,10.40707422,-38.94863872,-43.35091204,-17.60102863,-34.87450458,-34.06429467,-23.88655852,-8.821379068999999,-14.97717012,18.13689286,10.68179624,11.91415012,6.597822319,4.684558639,4.272400635,2.7959486910000004,2.8824977410000003,2.17119029,2.2881032119999998,2.321006401,1.635090601,1.950404645,136.6209364
